"stimulus (pA)" "response 1 (mV)" "response 2 (mV)" "response 3 (mV)"
0 -65.38087 -66.638191 -65.82947
0 -65.37171 -66.610739 -65.83252
0 -65.38089 -66.610731 -65.82641
0 -65.37477 -66.595468 -65.81115
0 -65.37782 -66.595478 -65.7898
0 -65.35953 -66.586319 -65.80811
0 -65.35951 -66.622933 -65.80505
0 -65.32594 -66.6199 -65.81116
0 -65.32897 -66.622932 -65.83252
0 -65.32592 -66.616847 -65.82642
0 -65.34424 -66.598527 -65.81115
0 -65.31372 -66.61989 -65.81116
0 -65.34423 -66.619892 -65.80811
0 -65.35339 -66.604615 -65.81725
0 -65.30457 -66.610721 -65.82031
0 -65.30151 -66.616831 -65.81115
0 -65.32287 -66.625981 -65.8142
0 -65.32897 -66.613765 -65.83251
0 -65.31067 -66.619871 -65.81726
0 -65.32286 -66.619879 -65.82031
0 -65.3076 -66.59547 -65.77758
0 -65.30761 -66.613788 -65.81117
0 -65.33203 -66.595458 -65.81727
0 -65.33508 -66.607696 -65.81726
0 -65.32593 -66.616839 -65.82032
0 -65.35645 -66.610723 -65.82033
0 -65.37172 -66.583256 -65.83557
0 -65.35341 -66.616843 -65.80811
0 -65.30455 -66.610727 -65.79591
0 -65.32289 -66.616841 -65.84473
0 -65.30762 -66.601578 -65.85388
0 -65.29845 -66.607678 -65.87526
0 -65.33201 -66.604621 -65.84473
0 -65.32593 -66.62903 -65.85083
0 -65.32897 -66.604639 -65.86608
0 -65.31983 -66.616839 -65.84166
0 -65.30763 -66.610739 -65.85998
0 -65.33816 -66.604621 -65.83252
0 -65.31066 -66.650405 -65.82031
0 -65.34728 -66.619888 -65.83558
0 -65.32899 -66.635132 -65.84472
0 -65.36256 -66.619882 -65.7837
0 -65.34119 -66.629046 -65.79895
0 -65.32592 -66.635143 -65.8142
0 -65.32594 -66.668703 -65.83862
0 -65.3595 -66.659552 -65.82948
0 -65.36256 -66.659553 -65.802
0 -65.34423 -66.64429 -65.79285
0 -65.34423 -66.635141 -65.76233
0 -65.33814 -66.69615 -65.77149
0 -65.33813 -66.641244 -65.76845
0 -65.34728 -66.659542 -65.7837
0 -65.3473 -66.644301 -65.802
0 -65.35952 -66.647353 -65.7837
0 -65.36561 -66.677852 -65.7837
0 -65.33202 -66.659551 -65.78065
0 -65.31981 -66.650406 -65.79896
0 -65.33814 -66.653443 -65.78369
0 -65.37171 -66.638199 -65.78675
0 -65.34424 -66.647353 -65.76234
0 -65.37173 -66.635141 -65.78369
0 -65.37479 -66.641253 -65.75318
0 -65.39307 -66.659546 -65.79896
0 -65.39919 -66.63819 -65.7776
0 -65.41444 -66.650403 -65.75927
0 -65.42055 -66.668699 -65.77149
0 -65.4541 -66.647352 -65.7715
0 -65.4236 -66.632092 -65.7898
0 -65.42969 -66.653451 -65.7898
0 -65.45715 -66.659555 -65.81116
0 -65.448 -66.650401 -65.79895
0 -65.448 -66.659555 -65.79895
0 -65.46325 -66.653451 -65.8142
0 -65.4236 -66.662593 -65.78675
0 -65.41139 -66.63209 -65.78675
0 -65.42055 -66.632094 -65.7898
0 -65.41749 -66.665653 -65.79285
0 -65.4297 -66.665649 -65.75015
0 -65.41751 -66.629043 -65.7898
0 -65.41444 -66.662603 -65.76844
0 -65.4236 -66.665662 -65.75929
0 -65.42665 -66.6565 -65.75929
0 -65.42359 -66.635153 -65.77455
0 -65.4358 -66.6443 -65.75929
0 -65.40223 -66.616839 -65.7837
0 -65.45411 -66.638201 -65.82947
0 -65.42969 -66.63209 -65.7959
0 -65.43884 -66.622943 -65.77149
0 -65.44495 -66.619888 -65.77149
0 -65.4236 -66.613782 -65.76844
0 -65.41749 -66.60157 -65.76234
0 -65.4602 -66.59547 -65.75927
0 -65.42055 -66.574107 -65.74708
0 -65.42664 -66.595478 -65.7654
0 -65.4053 -66.57715 -65.78065
0 -65.43274 -66.54662 -65.74708
0 -65.42665 -66.55884 -65.77148
0 -65.4602 -66.583252 -65.75623
0 -65.4724 -66.60158 -65.74709
0 -65.4175 -66.561899 -65.73793
0 -65.4602 -66.561882 -65.75928
0 -65.39309 -66.586307 -65.74402
0 -65.45104 -66.592427 -65.76843
0 -65.4114 -66.583262 -65.76234
0 -65.3992 -66.583256 -65.78369
0 -65.41139 -66.55883 -65.76234
0 -65.38087 -66.583266 -65.81421
0 -65.40224 -66.607688 -65.80506
0 -65.39307 -66.638183 -65.7898
0 -65.37783 -66.60769 -65.78065
0 -65.39613 -66.616839 -65.80199
0 -65.387 -66.58935 -65.78675
0 -65.39003 -66.598519 -65.80506
0 -65.39309 -66.595459 -65.80505
0 -65.37173 -66.601569 -65.79591
0 -65.37783 -66.595472 -65.77455
0 -65.33812 -66.595476 -65.76538
0 -65.35036 -66.607688 -65.79285
0 -65.36257 -66.619871 -65.79286
0 -65.37171 -66.580191 -65.79285
0 -65.36866 -66.571051 -65.7837
0 -65.38698 -66.546623 -65.802
0 -65.39309 -66.574099 -65.78979
0 -65.40224 -66.567983 -65.79591
0 -65.41445 -66.592419 -65.83558
0 -65.38392 -66.586309 -65.82946
0 -65.36562 -66.564942 -65.8264
0 -65.37782 -66.583258 -65.82642
0 -65.39614 -66.59547 -65.85999
0 -65.39919 -66.604631 -65.85998
0 -65.41138 -66.598529 -65.84472
0 -65.42055 -66.583268 -65.80811
0 -65.42664 -66.59851 -65.82641
0 -65.42665 -66.598519 -65.802
0 -65.41445 -66.604618 -65.78369
0 -65.41139 -66.613787 -65.78065
0 -65.4175 -66.595474 -65.7898
0 -65.40225 -66.598527 -65.81725
0 -65.4053 -66.592427 -65.76539
0 -65.39615 -66.622931 -65.76539
0 -65.40224 -66.60768 -65.78675
0 -65.42664 -66.586319 -65.7898
0 -65.41139 -66.598527 -65.7959
0 -65.43275 -66.616821 -65.78675
0 -65.4236 -66.60768 -65.79895
0 -65.41139 -66.6382 -65.82641
0 -65.4114 -66.632104 -65.78981
0 -65.4053 -66.598527 -65.77758
0 -65.38698 -66.622943 -65.7654
0 -65.41139 -66.635153 -65.75319
0 -65.4236 -66.626 -65.75014
0 -65.40835 -66.632081 -65.77454
0 -65.4236 -66.638198 -65.7776
0 -65.4602 -66.641253 -65.7654
0 -65.4419 -66.638192 -65.75012
0 -65.43275 -66.650405 -65.75013
0 -65.43275 -66.62294 -65.73793
0 -65.42054 -66.613782 -65.73792
0 -65.39614 -66.625982 -65.72571
0 -65.44495 -66.619871 -65.76845
0 -65.4541 -66.644302 -65.73487
0 -65.44495 -66.607688 -65.7074
0 -65.4602 -66.629043 -65.7257
0 -65.46325 -66.616831 -65.72267
0 -65.46325 -66.592419 -65.71349
0 -65.41445 -66.60158 -65.73486
0 -65.4358 -66.63819 -65.71044
0 -65.4663 -66.598519 -65.7257
0 -65.448 -66.58937 -65.73487
0 -65.47851 -66.63209 -65.70434
0 -65.4785 -66.62598 -65.7318
0 -65.46936 -66.616839 -65.72265
0 -65.46631 -66.60158 -65.69823
0 -65.4602 -66.626 -65.69213
0 -65.45715 -66.616829 -65.70432
0 -65.45105 -66.589362 -65.72877
0 -65.45105 -66.635141 -65.69824
0 -65.46631 -66.644295 -65.72266
0 -65.46325 -66.635153 -65.71044
0 -65.46021 -66.60767 -65.73181
0 -65.50597 -66.629043 -65.70434
0 -65.49377 -66.610741 -65.67686
0 -65.46935 -66.616847 -65.69213
0 -65.49071 -66.592415 -65.69517
0 -65.4846 -66.613788 -65.70739
0 -65.45105 -66.586317 -65.68297
0 -65.43275 -66.574101 -65.71043
0 -65.49071 -66.604631 -65.71045
0 -65.4419 -66.601576 -65.67686
0 -65.448 -66.595468 -65.686
0 -65.45715 -66.629053 -65.68907
0 -65.46935 -66.61683 -65.70434
0 -65.44495 -66.60769 -65.70432
0 -65.45715 -66.586301 -65.70128
0 -65.4785 -66.58326 -65.69518
0 -65.46937 -66.586309 -65.70128
0 -65.4724 -66.583258 -65.68602
0 -65.49376 -66.592417 -65.68298
0 -65.48461 -66.586303 -65.7257
0 -65.42665 -66.598523 -65.68297
0 -65.44495 -66.58936 -65.71044
0 -65.47545 -66.60157 -65.73791
0 -65.4297 -66.610731 -65.70433
0 -65.43275 -66.604639 -65.70129
0 -65.4236 -66.601572 -65.70738
0 -65.41444 -66.622949 -65.67687
0 -65.41139 -66.610739 -65.68907
0 -65.4236 -66.598511 -65.68602
0 -65.40834 -66.60768 -65.71043
0 -65.4114 -66.604631 -65.68906
0 -65.38698 -66.625978 -65.69823
0 -65.39918 -66.616833 -65.72265
0 -65.42665 -66.635141 -65.7074
0 -65.39918 -66.61988 -65.72876
0 -65.39918 -66.616843 -65.70126
0 -65.4358 -66.622949 -65.71655
0 -65.4541 -66.61377 -65.72265
0 -65.448 -66.629042 -65.70433
0 -65.45105 -66.610731 -65.71349
0 -65.448 -66.601578 -65.71655
0 -65.4297 -66.543581 -65.68604
0 -65.41445 -66.56189 -65.71044
0 -65.43885 -66.567989 -65.70433
0 -65.4419 -66.552724 -65.73793
0 -65.4419 -66.561889 -65.73791
0 -65.44495 -66.601572 -65.71959
0 -65.42665 -66.5741 -65.74097
0 -65.49071 -66.574099 -65.72876
0 -65.48765 -66.580207 -65.73486
0 -65.46936 -66.577158 -65.72266
0 -65.448 -66.577156 -65.75624
0 -65.43275 -66.567989 -65.73486
0 -65.44497 -66.586309 -65.76539
0 -65.4419 -66.55884 -65.75317
0 -65.44495 -66.583264 -65.74403
0 -65.4541 -66.635153 -65.7318
0 -65.45105 -66.604611 -65.7318
0 -65.46631 -66.589352 -65.71043
0 -65.43275 -66.604637 -65.69213
0 -65.4419 -66.598521 -65.72876
0 -65.43275 -66.598527 -65.74403
0 -65.448 -66.564942 -65.71045
0 -65.42665 -66.549691 -65.73182
0 -65.448 -66.622951 -65.75623
0 -65.448 -66.586321 -65.74097
0 -65.48155 -66.598527 -65.74098
0 -65.48462 -66.60769 -65.7196
0 -65.46936 -66.625994 -65.70739
0 -65.46935 -66.616849 -65.68296
0 -65.4724 -66.613772 -65.69823
0 -65.46021 -66.650403 -65.71349
0 -65.4724 -66.60768 -65.69823
0 -65.47546 -66.641242 -65.69823
0 -65.4785 -66.622932 -65.70128
0 -65.4663 -66.619882 -65.69822
0 -65.47241 -66.613792 -65.69213
0 -65.4724 -66.644301 -65.69825
0 -65.47851 -66.625981 -65.67077
0 -65.4541 -66.604637 -65.6494
0 -65.46935 -66.595462 -65.69212
0 -65.49071 -66.638191 -65.71961
0 -65.46325 -66.610745 -65.72267
0 -65.49071 -66.61989 -65.72266
0 -65.49376 -66.622939 -65.71655
0 -65.49377 -66.592401 -65.72266
0 -65.46935 -66.59547 -65.72875
0 -65.47545 -66.601572 -65.72876
0 -65.47545 -66.629048 -65.74098
0 -65.49375 -66.616841 -65.72876
0 -65.45105 -66.607682 -65.74098
0 -65.53039 -66.629039 -65.72875
0 -65.51819 -66.616839 -65.7257
0 -65.53346 -66.63515 -65.70739
0 -65.50598 -66.629045 -65.72875
0 -65.48156 -66.638202 -65.74402
0 -65.4663 -66.601572 -65.74403
0 -65.49682 -66.604629 -65.73792
0 -65.50901 -66.647355 -65.75012
0 -65.46327 -66.616847 -65.69517
0 -65.4999 -66.638189 -65.73792
0 -65.47242 -66.62599 -65.70738
0 -65.47545 -66.687003 -65.6738
0 -65.46935 -66.650402 -65.68906
0 -65.49376 -66.644302 -65.67991
0 -65.48156 -66.647351 -65.71959
0 -65.4724 -66.61379 -65.6738
0 -65.49987 -66.641253 -65.7074
0 -65.49072 -66.641245 -65.70434
0 -65.49377 -66.629041 -65.70433
0 -65.48462 -66.641251 -65.70129
0 -65.46631 -66.616839 -65.68908
0 -65.49986 -66.6199 -65.74097
0 -65.4785 -66.595466 -65.74401
0 -65.49377 -66.580208 -65.74098
0 -65.49987 -66.616833 -65.72875
0 -65.47852 -66.604639 -65.71655
0 -65.47851 -66.610731 -65.71043
0 -65.4663 -66.613788 -65.68296
0 -65.4846 -66.613789 -65.72876
0 -65.46325 -66.607688 -65.7135
0 -65.448 -66.610729 -65.69823
0 -65.4602 -66.598527 -65.7379
0 -65.41749 -66.592427 -65.73487
0 -65.43885 -66.589376 -65.7715
0 -65.43275 -66.632102 -65.76234
0 -65.47241 -66.601578 -65.76844
0 -65.43274 -66.595468 -65.74097
0 -65.43274 -66.589374 -65.76232
0 -65.42054 -66.616847 -65.75318
0 -65.4114 -66.641244 -65.76232
0 -65.4114 -66.607678 -65.74708
0 -65.42665 -66.616847 -65.7257
0 -65.4419 -66.62904 -65.7318
0 -65.40835 -66.629042 -65.74708
0 -65.4419 -66.638189 -65.73181
0 -65.45715 -66.638192 -65.7196
0 -65.4419 -66.65345 -65.72876
0 -65.42359 -66.662613 -65.76233
0 -65.42665 -66.665663 -65.75013
0 -65.44495 -66.641234 -65.75012
0 -65.45715 -66.622949 -65.74402
0 -65.45716 -66.647352 -65.77453
0 -65.47546 -66.647341 -65.75013
0 -65.47545 -66.601582 -65.75319
0 -65.47851 -66.60157 -65.76844
0 -65.46631 -66.616829 -65.74403
0 -65.48156 -66.638189 -65.79285
0 -65.4907 -66.63514 -65.81422
0 -65.50903 -66.626 -65.81422
0 -65.53956 -66.635141 -65.80506
0 -65.50902 -66.638194 -65.83557
0 -65.47545 -66.592409 -65.83251
0 -65.49072 -66.583274 -65.79285
0 -65.49073 -66.629049 -65.79286
0 -65.4663 -66.589368 -65.80505
0 -65.48461 -66.616838 -65.82946
0 -65.52122 -66.641244 -65.802
0 -65.49071 -66.607688 -65.81725
0 -65.48462 -66.604621 -65.78065
0 -65.48155 -66.638202 -65.78675
0 -65.45105 -66.625997 -65.82946
0 -65.47545 -66.622951 -65.8142
0 -65.4663 -66.613796 -65.7959
0 -65.4907 -66.619879 -65.77759
0 -65.4602 -66.622932 -65.79894
0 -65.48765 -66.607673 -65.80505
0 -65.47545 -66.6382 -65.78064
0 -65.48155 -66.6382 -65.76844
0 -65.51208 -66.647343 -65.77453
0 -65.50597 -66.653454 -65.76844
0 -65.49987 -66.693101 -65.75929
0 -65.49072 -66.635129 -65.7776
0 -65.49378 -66.638194 -65.7776
0 -65.47545 -66.641255 -65.802
0 -65.50597 -66.65954 -65.7837
0 -65.48461 -66.641253 -65.7898
0 -65.49681 -66.629039 -65.80506
0 -65.5182 -66.662601 -65.81116
0 -65.49375 -66.635153 -65.7898
0 -65.51209 -66.635144 -65.85998
0 -65.50595 -66.641239 -65.82031
0 -65.55788 -66.625992 -65.802
0 -65.52732 -66.61989 -65.84167
150 -65.53956 -66.622941 -65.84471
150 -65.869149 -66.946421 -66.1499
150 -65.85692 -66.955571 -66.119384
150 -65.51513 -66.607672 -65.80505
150 -65.31068 -66.394041 -65.55176
150 -65.16419 -66.232299 -65.38086
150 -65.02076 -66.055297 -65.24355
150 -64.89868 -65.95459 -65.14892
150 -64.78272 -65.87221 -65.04821
150 -64.69421 -65.74707 -64.9353
150 -64.6057 -65.6677 -64.82241
150 -64.52027 -65.57312 -64.7522
150 -64.453121 -65.52733 -64.6881
150 -64.361582 -65.47241 -64.60875
150 -64.27001 -65.39002 -64.54164
150 -64.19677 -65.36562 -64.459221
150 -64.14487 -65.26795 -64.389043
150 -64.05334 -65.14281 -64.309701
150 -64.03199 -65.0879 -64.25781
150 -63.97094 -65.04211 -64.2273
150 -63.89465 -64.97495 -64.14794
150 -63.82449 -64.91395 -64.08995
150 -63.76343 -64.81324 -64.01979
150 -63.6719 -64.78576 -63.97706
150 -63.63528 -64.73389 -63.90991
150 -63.58031 -64.66979 -63.83669
150 -63.52234 -64.59045 -63.7909
150 -63.44909 -64.52638 -63.7268
150 -63.41855 -64.50501 -63.68105
150 -63.3667 -64.416504 -63.59864
150 -63.29043 -64.33107 -63.5376
150 -63.22021 -64.29137 -63.45826
150 -63.16834 -64.25171 -63.4033
150 -63.08898 -64.20593 -63.35145
150 -63.04015 -64.14489 -63.25378
150 -62.97912 -64.08385 -63.23242
150 -62.90282 -64.04419 -63.13478
150 -62.8296 -63.98927 -63.08594
150 -62.77467 -63.91295 -63.04931
150 -62.71971 -63.84279 -62.98523
150 -62.66175 -63.7848 -62.95777
150 -62.61598 -63.72985 -62.91502
150 -62.56408 -63.66883 -62.83264
150 -62.5061 -63.63528 -62.79908
150 -62.42981 -63.58642 -62.78077
150 -62.36266 -63.56201 -62.76246
150 -62.31385 -63.52235 -62.6648
150 -62.24364 -63.44909 -62.58545
150 -62.21924 -63.4094 -62.53968
150 -62.13988 -63.40636 -62.48169
150 -62.12465 -63.34534 -62.44814
150 -62.04833 -63.2782 -62.4054
150 -61.9812 -63.22325 -62.30775
150 -61.92628 -63.16224 -62.28029
150 -61.88353 -63.11341 -62.21008
150 -61.83775 -63.09206 -62.146
150 -61.8103 -63.0371 -62.08497
150 -61.7676 -62.98218 -62.02699
150 -61.73706 -62.92113 -62.01172
150 -61.70654 -62.88452 -61.96899
150 -61.65466 -62.83265 -61.89575
150 -61.56617 -62.78994 -61.86827
150 -61.50511 -62.73804 -61.83776
150 -61.49902 -62.70751 -61.79809
150 -61.43188 -62.62514 -61.70347
150 -61.40443 -62.59766 -61.66685
150 -61.35253 -62.57934 -61.63025
150 -61.31592 -62.51525 -61.56922
150 -61.27013 -62.48779 -61.55091
150 -61.21826 -62.42066 -61.51427
150 -61.17859 -62.41454 -61.45325
150 -61.13585 -62.37485 -61.4502
150 -61.08095 -62.29554 -61.38304
150 -61.02906 -62.29247 -61.33728
150 -61.0199 -62.2223 -61.27319
150 -60.93446 -62.21618 -61.203
150 -60.8429 -62.16735 -61.12975
150 -60.83986 -62.10635 -61.1267
150 -60.77881 -62.0636 -61.06263
150 -60.72387 -62.03002 -60.98326
150 -60.65064 -62.00868 -60.9436
150 -60.64758 -61.94459 -60.90089
150 -60.5896 -61.88353 -60.82764
150 -60.57435 -61.85301 -60.80627
150 -60.52247 -61.83775 -60.74525
150 -60.46752 -61.78895 -60.65368
150 -60.40955 -61.73097 -60.62621
150 -60.35768 -61.68822 -60.5957
150 -60.32411 -61.65772 -60.52246
150 -60.27529 -61.60278 -60.47973
150 -60.21729 -61.56312 -60.45836
150 -60.19288 -61.5326 -60.39429
150 -60.13183 -61.47766 -60.32411
150 -60.07995 -61.40443 -60.3119
150 -60.02504 -61.38304 -60.26918
150 -59.97314 -61.33116 -60.20813
150 -59.9304 -61.322 -60.1654
150 -59.88465 -61.27014 -60.13181
150 -59.8694 -61.23658 -60.1013
150 -59.82972 -61.20605 -60.00977
150 -59.76868 -61.13891 -59.9762
150 -59.71984 -61.1084 -59.95788
150 -59.66187 -61.09314 -59.8999
150 -59.57031 -61.01685 -59.86024
150 -59.5337 -60.99549 -59.80227
150 -59.5032 -60.94665 -59.77173
150 -59.43603 -60.90394 -59.70155
150 -59.4177 -60.87953 -59.67407
150 -59.36585 -60.83069 -59.62829
150 -59.32008 -60.81544 -59.5642
150 -59.24682 -60.76661 -59.47265
150 -59.19494 -60.73304 -59.4055
150 -59.12781 -60.70861 -59.35059
150 -59.0515 -60.66894 -59.28649
150 -59.01185 -60.64146 -59.25293
150 -58.98133 -60.59875 -59.20412
150 -58.90502 -60.5408 -59.19189
150 -58.8501 -60.48888 -59.1217
150 -58.79517 -60.4553 -59.0637
150 -58.80128 -60.4431 -59.07286
150 -58.71886 -60.41259 -59.00574
150 -58.6609 -60.37294 -58.95997
150 -58.609 -60.35157 -58.92332
150 -58.57848 -60.30885 -58.8989
150 -58.51135 -60.20813 -58.8745
150 -58.44116 -60.19594 -58.82264
150 -58.39536 -60.15624 -58.79517
150 -58.34045 -60.14098 -58.71581
150 -58.31604 -60.08301 -58.70055
150 -58.28859 -60.05249 -58.64869
150 -58.23059 -59.9884 -58.56321
150 -58.1543 -59.92127 -58.50525
150 -58.11464 -59.90905 -58.43506
150 -58.04749 -59.84497 -58.46254
150 -57.9834 -59.80837 -58.41673
150 -57.93458 -59.75951 -58.38621
150 -57.88572 -59.72595 -58.40453
150 -57.8003 -59.73815 -58.31605
150 -57.75454 -59.68324 -58.24281
150 -57.69346 -59.67102 -58.197
150 -57.63856 -59.61607 -58.17565
150 -57.57449 -59.58861 -58.07191
150 -57.49512 -59.53065 -57.9956
150 -57.40051 -59.47876 -57.90405
150 -57.27233 -59.47572 -57.85826
150 -57.19604 -59.43909 -57.77895
150 -57.12585 -59.39941 -57.73316
150 -57.09839 -59.37805 -57.70874
150 -57.03737 -59.34755 -57.66906
150 -57.00988 -59.34145 -57.62023
150 -56.96412 -59.32924 -57.55924
150 -56.88476 -59.32619 -57.50426
150 -56.84203 -59.25905 -57.4341
150 -56.80235 -59.25903 -57.42188
150 -56.6986 -59.21326 -57.36692
150 -56.59485 -59.18275 -57.33945
150 -56.52772 -59.13696 -57.26319
150 -56.39954 -59.10339 -57.19909
150 -56.33238 -59.08505 -57.13806
150 -56.25 -59.0637 -57.03127
150 -56.12792 -59.01185 -56.95191
150 -55.94788 -58.98743 -56.8451
150 -55.25207 -58.93859 -56.74745
150 -35.00367 -58.91112 -56.71999
150 11.59057 -58.87756 -56.6925
150 29.20534 -58.85619 -56.60706
150 25.87281 -58.79822 -56.46973
150 15.21608 -58.75548 -56.4026
150 1.92565 -58.75549 -56.28356
150 -12.15209 -58.6975 -56.20421
150 -25.77514 -58.67615 -56.06079
150 -36.93544 -58.64869 -54.68751
150 -44.35729 -58.65785 -27.61535
150 -48.7976 -58.61206 15.35033999
150 -51.32446 -58.56017 28.57973
150 -52.81985 -58.5144 24.01733
150 -53.65599 -58.46863 13.00963
150 -54.13513 -58.43507 -0.45167
150 -54.33656 -58.39538 -14.45616
150 -54.45253 -58.38317 -27.75573
150 -54.50745 -58.38927 -38.26295
150 -54.4739 -58.3191 -45.1477
150 -54.45557 -58.31605 -49.24928
150 -54.41895 -58.24279 -51.65099
150 -54.36401 -58.20922 -53.06396
150 -54.303 -58.19396 -53.87268
150 -54.26635 -58.19701 -54.32128
150 -54.21753 -58.1665 -54.53187
150 -54.187 -58.1238 -54.63255
150 -54.1687 -58.10548 -54.6509
150 -54.14428 -58.06276 -54.65393
150 -54.13208 -58.0078 -54.63563
150 -54.14123 -58.00475 -54.59288
150 -54.07713 -57.96204 -54.54405
150 -54.07715 -57.88573 -54.5044
150 -54.08019 -57.83385 -54.44029
150 -54.07104 -57.75757 -54.38841
150 -54.07102 -57.70875 -54.32435
150 -54.10462 -57.65076 -54.2969
150 -54.15039 -57.6355 -54.30604
150 -54.15955 -57.56532 -54.27554
150 -54.19921 -57.54396 -54.24805
150 -54.19312 -57.47987 -54.23279
150 -54.16565 -57.42188 -54.23582
150 -54.12294 -57.32725 -54.22362
150 -54.11072 -57.25403 -54.22973
150 -54.08324 -57.18079 -54.24501
150 -54.05272 -57.13195 -54.23584
150 -53.9673 -57.09229 -54.22057
150 -53.87879 -57.04956 -54.2389
150 -53.72926 -56.95495 -54.24193
150 -52.37427 -56.85424 -54.27247
150 -30.07202 -56.7505 -54.31825
150 11.09009 -56.6864 -54.38841
150 27.16981 -56.65282 -54.40672
150 25.67139 -56.57654 -54.44337
150 18.33192 -56.50939 -54.43115
150 10.25695 -56.42091 -54.40062
150 2.42614999 -56.29577 -54.37621
150 -5.13915 -56.18898 -54.38536
150 -12.79297 -56.11877 -54.40673
150 -20.73974 -56.01503 -54.38536
150 -28.39356 -55.92956 -54.41588
150 -34.89075 -55.79531 -54.40979
150 -39.77968 -50.42724 -54.38232
150 -43.17932 -8.42286 -54.36095
150 -45.47119 24.90541 -54.34265
150 -47.08252 29.39147 -54.36096
150 -48.2025 21.15784 -54.3396
150 -49.07837 8.76464 -54.37622
150 -49.70705 -5.16052 -54.37927
150 -50.19837 -19.18337 -54.3152
150 -50.49742 -32.01599 -54.27248
150 -50.82702 -41.45508 -54.19311
150 -51.02843 -47.28394 -54.11987
150 -51.2268 -50.6897 -53.67737
150 -51.44349 -52.63672 -39.64844
150 -51.60218 -53.75059 2.91748
150 -51.79442 -54.37012 25.54625
150 -51.90735 -54.68751 27.14539
150 -52.08435 -54.83095 20.49867
150 -52.24915 -54.89195 12.17652
150 -52.35901 -54.8645 3.84524001
150 -52.47497 -54.81875 -4.3518
150 -52.61229 -54.7577 -12.51526
150 -52.68862 -54.72412 -20.91369
150 -52.78015 -54.6814 -29.14124
150 -52.91138 -54.60203 -35.90393
150 -53.02736 -54.60204 -40.78675
150 -53.14638 -54.55015 -44.12842
150 -53.28065 -54.51965 -46.38062
150 -53.36303 -54.48914 -47.86072
150 -53.48815 -54.47389 -48.89526
150 -53.59801 -54.45252 -49.61242
150 -53.69262 -54.4281 -50.13428
150 -53.79943 -54.44643 -50.54931
150 -53.88182 -54.44032 -50.92163
150 -53.99171 -54.40674 -51.19322
150 -54.13207 -54.39759 -51.35499
150 -54.21752 -54.41283 -51.52892
150 -54.30604 -54.41284 -51.72118
150 -54.34875 -54.38537 -51.85545
150 -54.41894 -54.40672 -52.02331
150 -54.50745 -54.43115 -52.14233
150 -54.57763 -54.43116 -52.27356
150 -54.6753 -54.4739 -52.41393
150 -54.78517 -54.43116 -52.50551
150 -54.82179 -54.40977 -52.6001
150 -54.83399 -54.43726 -52.72829
150 -54.90416 -54.46168 -52.85341
150 -54.94385 -54.53795 -52.93578
150 -54.98965 -54.58066 -53.03957
150 -55.09031 -54.61426 -53.14331
150 -55.15747 -54.67835 -53.19518
150 -55.1941 -54.7058 -53.29895
150 -55.22156 -54.74852 -53.37829
150 -55.27038 -54.80347 -53.479
150 -55.3711 -54.81264 -53.56444
150 -55.426 -54.8462 -53.70178
150 -55.40465 -54.8401 -53.8025
150 -55.41686 -54.83703 -53.91236
150 -55.4596 -54.83705 -53.93067
150 -55.45959 -54.8523 -54.06187
150 -55.49318 -54.87365 -54.1046
150 -55.5359 -54.92858 -54.15954
150 -55.56335 -54.98964 -54.19616
150 -55.60911 -54.99574 -54.24499
150 -55.61217 -55.0476 -54.303
150 -55.66101 -55.15136 -54.38842
150 -55.68543 -55.15137 -54.49525
150 -55.68543 -55.19715 -54.60203
150 -55.71595 -55.188 -54.65699
150 -55.72817 -55.21545 -54.69665
150 -55.7495 -55.18799 -54.76381
150 -55.75255 -55.18495 -54.81263
150 -55.8014 -55.16663 -54.82485
150 -55.80446 -55.16968 -54.80655
150 -55.80141 -55.16052 -54.8279
150 -55.85634 -55.15747 -54.89501
150 -55.91736 -55.14527 -54.95912
150 -55.90515 -55.18799 -55.0171
150 -55.89295 -55.16359 -55.09641
150 -55.88075 -55.16357 -55.18799
150 -55.8777 -55.13609 -55.2124
150 -55.88075 -55.09946 -55.27954
150 -55.8838 -55.08116 -55.31922
150 -55.896 -55.02014 -55.3528
150 -55.93872 -55.02319 -55.37414
150 -55.9204 -54.98049 -55.40465
150 -55.92347 -54.92247 -55.4077
150 -55.896 -54.82485 -55.4413
150 -55.8777 -54.7058 -55.49929
150 -55.86854 -54.48915 -55.5115
150 -55.84415 -46.463 -55.56335
150 -55.8472 -3.83911 -55.5847
150 -55.82886 25.69581 -55.5908
150 -55.77394 29.79127 -55.58165
150 -55.79223 22.97058 -55.63659
150 -55.79225 13.58033 -55.66406
150 -55.81971 4.23889 -55.68544
150 -55.82582 -4.776 -55.73121
150 -55.79529 -14.0441999 -55.75867
150 -55.80445 -23.47108 -55.82584
150 -55.81667 -32.18078 -55.81972
150 -55.81972 -38.9221 -55.83802
150 -55.78309 -43.49976 -55.81668
150 -55.81973 -46.49964 -55.82582
150 -55.80443 -48.40089 -55.84719
150 -55.78002 -49.65516 -55.88685
150 -55.7892 -50.46083 -55.88685
150 -55.81668 -51.0498 -55.9143
150 -55.78002 -51.51979 -55.93872
150 -55.75866 -51.87073 -55.95397
150 -55.7068 -52.09657 -55.94786
150 -55.7251 -52.32848 -55.96007
150 -55.68544 -52.52686 -55.97839
150 -55.72206 -52.6947 -55.97228
150 -55.7373 -52.85338 -56.02114
