"stimulus (pA)" "response 1 (mV)" "response 2 (mV)" "response 3 (mV)"
0 -65.24658 -66.87925 -65.96375
0 -65.2649 -66.87925 -65.9912
0 -65.22523 -66.8518 -66.00341
0 -65.24049 -66.8701 -65.98815
0 -65.2405 -66.88536 -66.027819
0 -65.23744 -66.87315 -65.99731
0 -65.28626 -66.8762 -66.0034
0 -65.27404 -66.87316 -65.9973
0 -65.23437 -66.8579 -66.021718
0 -65.28016 -66.87011 -65.979
0 -65.24659 -66.87315 -66.006459
0 -65.27404 -66.87926 -66.024777
0 -65.2527 -66.90976 -65.98205
0 -65.26794 -66.8762 -66.01866
0 -65.271 -66.8701 -65.9912
0 -65.28321 -66.8701 -65.98205
0 -65.23437 -66.8518 -65.98205
0 -65.24659 -66.87315 -65.98205
0 -65.28015 -66.8884 -65.95765
0 -65.24965 -66.89756 -65.96375
0 -65.24049 -66.89452 -65.979
0 -65.24353 -66.88536 -65.96985
0 -65.25879 -66.90366 -65.982059
0 -65.25574 -66.87925 -65.9546
0 -65.25575 -66.86705 -65.97595
0 -65.26185 -66.8823 -65.9546
0 -65.25879 -66.90369 -65.9363
0 -65.24354 -66.88537 -65.95764
0 -65.26184 -66.90366 -65.93935
0 -65.26796 -66.89755 -65.93019
0 -65.24964 -66.90978 -65.96985
0 -65.28016 -66.90061 -65.94544
0 -65.26185 -66.89146 -65.9424
0 -65.22216 -66.87011 -65.92714
0 -65.24965 -66.86705 -65.94543
0 -65.23743 -66.864 -65.9363
0 -65.24048 -66.8579 -65.9607
0 -65.23743 -66.87317 -65.9485
0 -65.22828 -66.87315 -65.979
0 -65.2405 -66.88841 -65.979
0 -65.22217 -66.90977 -65.985109
0 -65.25269 -66.89757 -66.000359
0 -65.24355 -66.92198 -66.006459
0 -65.20996 -66.92198 -65.988159
0 -65.20997 -66.91588 -65.985109
0 -65.17638 -66.8884 -65.991209
0 -65.16721 -66.8762 -65.979018
0 -65.17943 -66.88842 -65.9729
0 -65.17941 -66.8701 -66.02477
0 -65.17332 -66.89757 -65.98205
0 -65.14891 -66.92808 -65.994259
0 -65.15501 -66.95862 -65.9973
0 -65.17028 -66.91282 -66.000359
0 -65.17027 -66.90977 -66.009518
0 -65.18247 -66.8762 -65.94545
0 -65.17026 -66.8762 -65.98815
0 -65.13365 -66.87925 -65.99425
0 -65.13976 -66.87925 -66.012559
0 -65.14891 -66.85181 -65.9912
0 -65.13671 -66.8457 -65.9912
0 -65.13671 -66.86095 -66.00645
0 -65.15196 -66.86096 -65.96985
0 -65.16722 -66.86705 -65.9729
0 -65.1428 -66.88841 -65.988159
0 -65.1428 -66.8579 -66.015619
0 -65.1245 -66.86095 -65.98815
0 -65.10314 -66.864 -65.98205
0 -65.14281 -66.8396 -66.018659
0 -65.1367 -66.82435 -65.985109
0 -65.1123 -66.8396 -65.98815
0 -65.10925 -66.833491 -66.018659
0 -65.07264 -66.83655 -65.994259
0 -65.09095 -66.8823 -65.98815
0 -65.10315 -66.8701 -65.9973
0 -65.1306 -66.87925 -66.012568
0 -65.10315 -66.86705 -65.98205
0 -65.13976 -66.8762 -66.006459
0 -65.08179 -66.86095 -66.021719
0 -65.09705 -66.864001 -66.030878
0 -65.1123 -66.86705 -66.00645
0 -65.1062 -66.89755 -66.024778
0 -65.1001 -66.88841 -66.058358
0 -65.11534 -66.88841 -66.021719
0 -65.1306 -66.90062 -66.064465
0 -65.1062 -66.89147 -66.043079
0 -65.12145 -66.90672 -66.049187
0 -65.1123 -66.8823 -66.043096
0 -65.10924 -66.87621 -66.055298
0 -65.0879 -66.89146 -66.033918
0 -65.07874 -66.87927 -66.012559
0 -65.10315 -66.8579 -65.9912
0 -65.1062 -66.86096 -65.988159
0 -65.10926 -66.87621 -66.015609
0 -65.0879 -66.8701 -65.991209
0 -65.1184 -66.86095 -65.991209
0 -65.12144 -66.88536 -65.9851
0 -65.12755 -66.91588 -65.96985
0 -65.1062 -66.87621 -65.94239
0 -65.1306 -66.86706 -66.000377
0 -65.0879 -66.87621 -66.01867
0 -65.13365 -66.8579 -66.015619
0 -65.13671 -66.8701 -66.043097
0 -65.1306 -66.8457 -66.027828
0 -65.14282 -66.8457 -66.058349
0 -65.13671 -66.88535 -66.027846
0 -65.14281 -66.85791 -66.024759
0 -65.1123 -66.88537 -66.049187
0 -65.12451 -66.87011 -66.046146
0 -65.1001 -66.8579 -66.040038
0 -65.10619 -66.8762 -66.024777
0 -65.12756 -66.91891 -66.052256
0 -65.13977 -66.8518 -66.015609
0 -65.10924 -66.86095 -66.024769
0 -65.07875 -66.89145 -66.009518
0 -65.1306 -66.90978 -66.043079
0 -65.1306 -66.864 -66.052248
0 -65.1245 -66.8579 -66.01866
0 -65.1184 -66.92809 -65.99425
0 -65.10009 -66.90062 -66.0034
0 -65.12146 -66.91284 -66.018659
0 -65.1306 -66.8945 -66.024759
0 -65.12146 -66.88536 -66.000368
0 -65.14281 -66.90365 -66.018659
0 -65.17637 -66.88536 -65.9973
0 -65.15197 -66.92503 -65.9973
0 -65.17941 -66.91283 -65.979
0 -65.16111 -66.92198 -65.98815
0 -65.17941 -66.96167 -66.0095
0 -65.18554 -66.95252 -65.994259
0 -65.17026 -66.94031 -65.98205
0 -65.18553 -66.9281 -66.009519
0 -65.15807 -66.94336 -65.991209
0 -65.18859 -66.92503 -66.003409
0 -65.18247 -66.93419 -66.021727
0 -65.18858 -66.90977 -65.9851
0 -65.20386 -66.91589 -65.972909
0 -65.1947 -66.92198 -65.9729
0 -65.19775 -66.97082 -66.012559
0 -65.19775 -66.95251 -66.003409
0 -65.19471 -66.91587 -66.006459
0 -65.18857 -66.9464 -66.021718
0 -65.17331 -66.97998 -66.058357
0 -65.18858 -66.97082 -66.070565
0 -65.19165 -66.9586 -66.02477
0 -65.20385 -66.96166 -66.040037
0 -65.19775 -66.94029 -66.064439
0 -65.20998 -66.93724 -66.04002
0 -65.2008 -66.92504 -66.021718
0 -65.17945 -66.93724 -65.97595
0 -65.17944 -66.95252 -66.003418
0 -65.16112 -66.97388 -66.00645
0 -65.17639 -66.98 -66.01255
0 -65.18248 -66.98 -66.021709
0 -65.18248 -66.96778 -66.027827
0 -65.17333 -66.95253 -66.033928
0 -65.18249 -66.97387 -66.043089
0 -65.22524 -66.9525 -66.027827
0 -65.21911 -66.98305 -66.01865
0 -65.19775 -66.9525 -66.021737
0 -65.1947 -66.95557 -66.006468
0 -65.22827 -66.9464 -66.012559
0 -65.21607 -66.92808 -66.01256
0 -65.20079 -66.92809 -66.02172
0 -65.20994 -66.91892 -65.98205
0 -65.1947 -66.93727 -65.9851
0 -65.20385 -66.92808 -66.018677
0 -65.21606 -66.93114 -65.9912
0 -65.20691 -66.90063 -65.9851
0 -65.19164 -66.91589 -65.994259
0 -65.20997 -66.92504 -66.015629
0 -65.20996 -66.9067 -66.000368
0 -65.19469 -66.87925 -66.00646
0 -65.20082 -66.90979 -66.012568
0 -65.19775 -66.89756 -66.018659
0 -65.18858 -66.91894 -66.040027
0 -65.23744 -66.90671 -66.033928
0 -65.20996 -66.89756 -66.043086
0 -65.19165 -66.90977 -66.024768
0 -65.2008 -66.89757 -65.98815
0 -65.19469 -66.89145 -66.006459
0 -65.18856 -66.86705 -66.021728
0 -65.18858 -66.91892 -66.040029
0 -65.16112 -66.91893 -66.055289
0 -65.13671 -66.86705 -66.018668
0 -65.17332 -66.8762 -66.018669
0 -65.14892 -66.91283 -65.9973
0 -65.14587 -66.90673 -66.021718
0 -65.15806 -66.89145 -66.021727
0 -65.17639 -66.87926 -66.018668
0 -65.13975 -66.90366 -65.96985
0 -65.1367 -66.90368 -66.021709
0 -65.1367 -66.90977 -65.979
0 -65.1184 -66.90365 -65.95765
0 -65.1489 -66.87925 -66.003428
0 -65.14892 -66.90671 -65.997328
0 -65.18554 -66.86095 -65.97596
0 -65.17943 -66.90367 -66.02172
0 -65.20997 -66.90671 -66.021728
0 -65.20996 -66.88536 -66.00646
0 -65.2069 -66.90977 -66.012569
0 -65.19774 -66.90366 -66.015636
0 -65.21302 -66.88231 -66.00645
0 -65.19164 -66.91281 -66.009528
0 -65.18859 -66.92809 -66.021719
0 -65.17944 -66.91283 -66.043088
0 -65.17333 -66.8823 -66.009518
0 -65.18249 -66.8701 -66.024769
0 -65.18859 -66.89756 -66.003409
0 -65.18554 -66.8823 -66.000359
0 -65.16722 -66.86095 -66.006459
0 -65.17639 -66.8945 -66.018669
0 -65.17943 -66.89452 -66.018659
0 -65.17638 -66.88535 -66.030868
0 -65.17332 -66.90365 -65.98205
0 -65.17026 -66.93113 -66.0034
0 -65.16722 -66.91283 -66.0034
0 -65.16722 -66.89148 -65.98205
0 -65.16112 -66.90978 -65.9851
0 -65.17942 -66.92809 -66.0095
0 -65.23135 -66.90368 -65.9851
0 -65.16417 -66.86705 -66.00645
0 -65.19164 -66.91892 -66.009509
0 -65.19164 -66.89757 -65.997309
0 -65.17638 -66.91282 -65.98815
0 -65.20386 -66.93724 -65.97595
0 -65.19468 -66.93725 -65.997318
0 -65.20387 -66.91893 -65.99425
0 -65.17026 -66.90061 -65.97595
0 -65.18554 -66.89755 -65.979009
0 -65.19776 -66.89757 -65.96375
0 -65.19774 -66.87621 -65.9668
0 -65.20691 -66.86095 -65.991209
0 -65.23133 -66.87621 -65.991209
0 -65.22523 -66.8457 -65.9973
0 -65.21912 -66.88841 -66.003427
0 -65.2344 -66.88536 -65.9973
0 -65.23133 -66.8579 -65.9973
0 -65.25575 -66.89146 -65.98815
0 -65.26794 -66.88841 -65.97289
0 -65.2588 -66.89452 -65.98815
0 -65.24048 -66.84875 -65.997309
0 -65.27404 -66.89451 -65.979
0 -65.25879 -66.89757 -66.000359
0 -65.27709 -66.88843 -65.9912
0 -65.2649 -66.90061 -65.979
0 -65.26184 -66.90977 -65.979
0 -65.24049 -66.90671 -66.00645
0 -65.26184 -66.92808 -66.000359
0 -65.24049 -66.91587 -66.049188
0 -65.24049 -66.92505 -66.02171
0 -65.24965 -66.91589 -66.027828
0 -65.23132 -66.9281 -66.018668
0 -65.21912 -66.90672 -66.043088
0 -65.2405 -66.90366 -66.021719
0 -65.24964 -66.89147 -66.02475
0 -65.25575 -66.87925 -66.021727
0 -65.23437 -66.90977 -66.018668
0 -65.25575 -66.89451 -65.988159
0 -65.24965 -66.86096 -65.9973
0 -65.25574 -66.88231 -65.9851
0 -65.27404 -66.8457 -65.9668
0 -65.28015 -66.89146 -65.99425
0 -65.271 -66.89147 -66.009518
0 -65.26795 -66.89146 -66.00035
0 -65.2649 -66.8701 -65.9851
0 -65.24659 -66.8518 -66.003409
0 -65.2771 -66.87315 -66.02476
0 -65.2954 -66.86095 -66.040027
0 -65.2649 -66.84265 -66.030888
0 -65.22217 -66.8518 -66.02171
0 -65.24354 -66.86705 -66.006468
0 -65.25879 -66.88535 -66.00645
0 -65.24964 -66.8579 -65.9973
0 -65.21301 -66.88536 -66.0095
0 -65.21913 -66.864 -65.979
0 -65.23134 -66.85181 -66.0156
0 -65.22521 -66.86705 -66.021709
0 -65.271 -66.87315 -66.04918
0 -65.23745 -66.85485 -66.024759
0 -65.21607 -66.86705 -66.012559
0 -65.22521 -66.8579 -66.021728
0 -65.22828 -66.8701 -65.9851
0 -65.20691 -66.88536 -66.046146
0 -65.19165 -66.86705 -66.033928
0 -65.2069 -66.864 -66.076667
0 -65.21912 -66.87011 -66.055297
0 -65.22522 -66.86705 -66.052248
0 -65.19467 -66.8701 -66.043087
0 -65.22828 -66.86705 -66.040036
0 -65.213 -66.87926 -66.070566
0 -65.21301 -66.8823 -66.073614
0 -65.21606 -66.88536 -66.046129
0 -65.21607 -66.8884 -66.04003
0 -65.20079 -66.8762 -66.015628
0 -65.19165 -66.89757 -66.046139
0 -65.21301 -66.88841 -66.052268
0 -65.22217 -66.88841 -66.049198
0 -65.22828 -66.8701 -66.033919
0 -65.24048 -66.89757 -66.058349
0 -65.22217 -66.87315 -66.040055
0 -65.213 -66.88535 -66.052246
0 -65.23133 -66.89147 -66.064449
0 -65.24047 -66.88535 -66.04918
0 -65.19164 -66.87621 -66.070548
0 -65.18859 -66.90061 -66.055288
0 -65.23133 -66.8884 -66.088877
0 -65.21607 -66.8579 -66.098029
0 -65.213 -66.8945 -66.076668
0 -65.20995 -66.89145 -66.082783
0 -65.21607 -66.87621 -66.088888
0 -65.24048 -66.8823 -66.067526
0 -65.24658 -66.91283 -66.073617
0 -65.24964 -66.89757 -66.064439
0 -65.22826 -66.87316 -66.058357
0 -65.22828 -66.87926 -66.076668
0 -65.23133 -66.88231 -66.058356
0 -65.24963 -66.8762 -66.043105
0 -65.22521 -66.84265 -66.027829
0 -65.25575 -66.8701 -66.01866
0 -65.2588 -66.87926 -66.033948
0 -65.2771 -66.89758 -66.027818
0 -65.25575 -66.88535 -66.046128
0 -65.2954 -66.8945 -66.030868
0 -65.28626 -66.88231 -66.043088
0 -65.27405 -66.87316 -65.99425
0 -65.27405 -66.87925 -66.012559
0 -65.27405 -66.8762 -66.024778
0 -65.28015 -66.87315 -66.036997
0 -65.28015 -66.88231 -66.018659
0 -65.29235 -66.87927 -66.015618
0 -65.28625 -66.86401 -66.021709
0 -65.33204 -66.8701 -66.003409
0 -65.33509 -66.89756 -66.006459
0 -65.31371 -66.8762 -66.018678
0 -65.32592 -66.88841 -65.979009
0 -65.2954 -66.89145 -65.99425
0 -65.31982 -66.88231 -65.991218
0 -65.33507 -66.86096 -65.979
0 -65.31982 -66.87316 -66.00035
0 -65.2954 -66.85485 -65.9729
0 -65.34732 -66.851791 -65.97595
0 -65.35036 -66.8701 -65.991209
0 -65.34423 -66.864 -66.0034
0 -65.35034 -66.90368 -66.01255
0 -65.32897 -66.87925 -66.01255
0 -65.32591 -66.8762 -65.9912
0 -65.33815 -66.851791 -65.9912
0 -65.33203 -66.8579 -66.01561
0 -65.32286 -66.84875 -66.046146
0 -65.3076 -66.87925 -66.043086
0 -65.33813 -66.89756 -66.018678
0 -65.35951 -66.8884 -66.021719
0 -65.3473 -66.86706 -66.021727
0 -65.31372 -66.86095 -66.01562
0 -65.32898 -66.86705 -65.988159
0 -65.34118 -66.87315 -66.006468
0 -65.33814 -66.8945 -65.98205
0 -65.34118 -66.89147 -66.00036
0 -65.34728 -66.8518 -66.0034
0 -65.35951 -66.88535 -66.018678
0 -65.36561 -66.85485 -66.033936
0 -65.34731 -66.87926 -66.064456
0 -65.37476 -66.8579 -66.04307
0 -65.36867 -66.8579 -66.009509
0 -65.34731 -66.89145 -66.0156
0 -65.37784 -66.87315 -66.043078
0 -65.40835 -66.864 -66.009509
0 -65.37478 -66.8579 -66.003409
0 -65.33813 -66.84265 -66.003409
0 -65.35034 -66.85485 -66.00951
0 -65.35341 -66.8579 -65.9912
0 -65.35035 -66.8701 -66.000359
0 -65.35035 -66.824341 -66.000369
0 -65.32592 -66.8701 -65.99426
0 -65.35646 -66.8579 -66.012578
0 -65.31676 -66.87926 -66.012569
0 -65.30151 -66.88841 -65.9851
0 -65.29845 -66.8823 -65.9729
0 -65.28626 -66.90061 -65.98815
0 -65.28931 -66.87621 -65.9973
0 -65.2893 -66.8701 -66.018668
0 -65.28626 -66.90061 -66.009509
0 -65.32287 -66.88231 -65.9973
0 -65.30761 -66.90062 -66.009509
0 -65.2832 -66.92198 -66.000359
0 -65.28015 -66.90672 -66.018668
0 -65.30152 -66.93113 -66.018687
0 -65.29846 -66.94641 -65.975959
0 -65.30762 -66.91282 -65.9668
0 -65.30456 -66.92504 -65.997309
0 -65.27709 -66.89757 -65.9729
0 -65.30455 -66.88841 -65.997309
0 -65.29235 -66.92198 -66.012559
0 -65.26185 -66.90673 -65.997309
0 -65.29235 -66.89146 -65.98205
0 -65.29845 -66.9281 -65.99732
0 -65.30761 -66.93115 -65.985109
0 -65.30456 -66.87315 -66.003418
0 -65.3351 -66.88841 -66.000359
0 -65.31371 -66.89145 -66.006459
0 -65.3076 -66.89146 -66.027828
0 -65.37171 -66.88535 -66.02171
0 -65.30457 -66.90673 -66.00951
0 -65.33508 -66.92504 -66.003409
0 -65.34423 -66.94945 -66.027819
0 -65.32898 -66.90061 -66.027827
0 -65.33204 -66.90062 -66.024777
0 -65.29541 -66.88535 -66.015619
0 -65.32288 -66.91282 -66.0095
0 -65.33508 -66.90672 -66.009519
0 -65.32898 -66.89146 -66.01866
0 -65.34423 -66.88536 -66.009519
0 -65.29541 -66.90061 -66.00035
0 -65.29845 -66.89146 -65.982059
0 -65.29236 -66.89755 -65.979
0 -65.31372 -66.9006 -66.01865
0 -65.31981 -66.90672 -66.009509
0 -65.31982 -66.87622 -65.96375
0 -65.31067 -66.87315 -65.9912
0 -65.32287 -66.8945 -65.9363
0 -65.29846 -66.88841 -65.9607
0 -65.31678 -66.92806 -65.9546
0 -65.31371 -66.9128 -65.92104
0 -65.30455 -66.91893 -65.9302
0 -65.33507 -66.91892 -65.93018
0 -65.31679 -66.91283 -65.93325
0 -65.33508 -66.90672 -65.91799
0 -65.32897 -66.90366 -65.92714
0 -65.3015 -66.89451 -65.94545
0 -65.31371 -66.91588 -65.939359
0 -65.32593 -66.89755 -65.92409
0 -65.31067 -66.91282 -65.9241
0 -65.29845 -66.93419 -65.88441
0 -65.32897 -66.90672 -65.9119
0 -65.30457 -66.90061 -65.89968
0 -65.3076 -66.92502 -65.90578
0 -65.30455 -66.92197 -65.93019
0 -65.34423 -66.92198 -65.90884
0 -65.30454 -66.90061 -65.92408
0 -65.32591 -66.90063 -65.90885
0 -65.32287 -66.90672 -65.90883
0 -65.31066 -66.92504 -65.90884
0 -65.30456 -66.89756 -65.9302
0 -65.32594 -66.90673 -65.92104
0 -65.34424 -66.92503 -65.93629
0 -65.31373 -66.92199 -65.92103
0 -65.31981 -66.9281 -65.9363
0 -65.31982 -66.94337 -65.89969
0 -65.32287 -66.91588 -65.90884
0 -65.31066 -66.91586 -65.89052
0 -65.30151 -66.93115 -65.90883
0 -65.34119 -66.96474 -65.89662
0 -65.32594 -66.95251 -65.92105
0 -65.31373 -66.95862 -65.91188
0 -65.31678 -66.95557 -65.92104
0 -65.30151 -66.90367 -65.93934
0 -65.33509 -66.91281 -65.93325
0 -65.35035 -66.90366 -65.93629
0 -65.36254 -66.93113 -65.91799
0 -65.37477 -66.89451 -65.92104
0 -65.34119 -66.88842 -65.91493
0 -65.34423 -66.92198 -65.90883
0 -65.31677 -66.92809 -65.92104
0 -65.30456 -66.87925 -65.91189
0 -65.34425 -66.87621 -65.8783
0 -65.35341 -66.885381 -65.91188
0 -65.3473 -66.8945 -65.93019
0 -65.33203 -66.91282 -65.9363
0 -65.32593 -66.89145 -65.90274
0 -65.33508 -66.89145 -65.89662
0 -65.34424 -66.8762 -65.92409
0 -65.32896 -66.90367 -65.88443
0 -65.28625 -66.91283 -65.90883
0 -65.29845 -66.87925 -65.89967
0 -65.29235 -66.87315 -65.88442
0 -65.31677 -66.91283 -65.89966
0 -65.31677 -66.90366 -65.90578
0 -65.29845 -66.88231 -65.91494
0 -65.28015 -66.89451 -65.89051
0 -65.25269 -66.8884 -65.89356
0 -65.29235 -66.88535 -65.92105
0 -65.29846 -66.89756 -65.93325
0 -65.31065 -66.90978 -65.92105
0 -65.30455 -66.91893 -65.9241
0 -65.3076 -66.89755 -65.9729
0 -65.29542 -66.90366 -65.9729
0 -65.33813 -66.94029 -65.92409
0 -65.30151 -66.96166 -65.91799
0 -65.28931 -66.94947 -65.93935
0 -65.30761 -66.94641 -65.90883
0 -65.28626 -66.92198 -65.93935
0 -65.30762 -66.89451 -65.93019
0 -65.31372 -66.92197 -65.91799
0 -65.30455 -66.90977 -65.89358
0 -65.32286 -66.90673 -65.89661
0 -65.2954 -66.91282 -65.89661
0 -65.31372 -66.88535 -65.90273
0 -65.3137 -66.89145 -65.89052
0 -65.34424 -66.90674 -65.91187
0 -65.34119 -66.89452 -65.92713
0 -65.3076 -66.87927 -65.90883
0 -65.30455 -66.87315 -65.92104
0 -65.34118 -66.90367 -65.93629
0 -65.32593 -66.88841 -65.89663
0 -65.31067 -66.84875 -65.89663
0 -65.3015 -66.86705 -65.90883
0 -65.30457 -66.83655 -65.92714
0 -65.33813 -66.89147 -65.93019
0 -65.30457 -66.90672 -65.9302
0 -65.33203 -66.8945 -65.93935
0 -65.31981 -66.89146 -65.91493
0 -65.31065 -66.88536 -65.91494
0 -65.31981 -66.87926 -65.92104
0 -65.31371 -66.90061 -65.91798
0 -65.32592 -66.8823 -65.88442
0 -65.31371 -66.88231 -65.91493
0 -65.31371 -66.86096 -65.90273
0 -65.2893 -66.8518 -65.88135
0 -65.32287 -66.84265 -65.87221
0 -65.31982 -66.8579 -65.88136
0 -65.30761 -66.89452 -65.88135
0 -65.29235 -66.89755 -65.86916
0 -65.29846 -66.89147 -65.86609
0 -65.30151 -66.9128 -65.86305
0 -65.32592 -66.90672 -65.84776
0 -65.32898 -66.8945 -65.85694
0 -65.31372 -66.91283 -65.85387
0 -65.30762 -66.93113 -65.86304
0 -65.29542 -66.91588 -65.84168
0 -65.2832 -66.90977 -65.84167
0 -65.27711 -66.864 -65.88136
0 -65.29845 -66.8701 -65.85693
0 -65.31373 -66.87926 -65.86304
0 -65.32591 -66.87925 -65.85387
0 -65.32896 -66.88535 -65.86915
0 -65.35034 -66.87316 -65.85998
0 -65.36561 -66.8518 -65.89662
0 -65.34119 -66.87011 -65.92105
0 -65.35339 -66.85485 -65.88746
0 -65.33204 -66.86706 -65.87832
0 -65.34118 -66.87011 -65.90579
0 -65.33813 -66.89146 -65.89358
0 -65.35035 -66.90061 -65.88137
0 -65.32592 -66.87926 -65.90273
0 -65.35339 -66.88535 -65.89052
0 -65.32592 -66.87315 -65.88442
0 -65.31675 -66.87926 -65.91799
0 -65.32286 -66.88842 -65.89969
0 -65.33508 -66.90366 -65.9058
0 -65.2893 -66.91893 -65.89662
0 -65.29846 -66.88535 -65.8844
0 -65.3351 -66.91893 -65.8539
0 -65.28626 -66.90063 -65.87525
0 -65.29541 -66.88535 -65.86609
0 -65.27711 -66.88841 -65.84779
0 -65.29846 -66.89451 -65.9058
0 -65.3015 -66.92198 -65.89966
0 -65.31068 -66.91282 -65.90577
0 -65.33508 -66.90367 -65.91799
0 -65.32899 -66.90977 -65.86303
0 -65.32289 -66.89146 -65.89662
0 -65.35034 -66.89145 -65.88135
0 -65.35339 -66.88537 -65.89968
0 -65.3015 -66.88535 -65.90579
0 -65.33201 -66.89756 -65.88136
0 -65.31982 -66.8823 -65.92714
0 -65.36255 -66.90061 -65.918
0 -65.36866 -66.88536 -65.9119
0 -65.32591 -66.84265 -65.92104
0 -65.34119 -66.87011 -65.89358
0 -65.3076 -66.87925 -65.88135
0 -65.31981 -66.8518 -65.88441
0 -65.31372 -66.86705 -65.87219
0 -65.33813 -66.8762 -65.86607
0 -65.33508 -66.8335 -65.85389
0 -65.30761 -66.85485 -65.87221
0 -65.32288 -66.83961 -65.90579
0 -65.31371 -66.864 -65.88747
0 -65.271 -66.82435 -65.85387
0 -65.33508 -66.8518 -65.88745
0 -65.33507 -66.870091 -65.89967
0 -65.28625 -66.87011 -65.89967
0 -65.32897 -66.87315 -65.89052
0 -65.32593 -66.87011 -65.91798
0 -65.2832 -66.8701 -65.89357
0 -65.26794 -66.86705 -65.9241
0 -65.3076 -66.8457 -65.9241
0 -65.31373 -66.8579 -65.91799
0 -65.29541 -66.8762 -65.92715
0 -65.33205 -66.863991 -65.91494
0 -65.33202 -66.86705 -65.9302
0 -65.29846 -66.86705 -65.90577
0 -65.2893 -66.85485 -65.89356
0 -65.2588 -66.8518 -65.89662
0 -65.28016 -66.8457 -65.8661
0 -65.2893 -66.836541 -65.89966
0 -65.31675 -66.84875 -65.88746
0 -65.32592 -66.8457 -65.90883
0 -65.3015 -66.85485 -65.90883
0 -65.31066 -66.83655 -65.88746
0 -65.31065 -66.8457 -65.90882
0 -65.29235 -66.833491 -65.91493
0 -65.30151 -66.8213 -65.91797
0 -65.29234 -66.83655 -65.89661
0 -65.29235 -66.86401 -65.91799
0 -65.29845 -66.8457 -65.93629
0 -65.30457 -66.83045 -65.93324
0 -65.30761 -66.8518 -65.96985
0 -65.31372 -66.8701 -65.9485
0 -65.31373 -66.8579 -65.94239
0 -65.29847 -66.8518 -65.95765
0 -65.29236 -66.88231 -65.93935
0 -65.26795 -66.88841 -65.9424
0 -65.27101 -66.86095 -65.9363
0 -65.2893 -66.8518 -65.93323
0 -65.2832 -66.8701 -65.91797
0 -65.33508 -66.8518 -65.89967
0 -65.31676 -66.87925 -65.92103
0 -65.29847 -66.89451 -65.90272
0 -65.29845 -66.88535 -65.92409
0 -65.2954 -66.88535 -65.90883
0 -65.33814 -66.88536 -65.89966
0 -65.31678 -66.89451 -65.89662
0 -65.31676 -66.90976 -65.89053
0 -65.30762 -66.90367 -65.87527
0 -65.2893 -66.92502 -65.89052
0 -65.2893 -66.88841 -65.86304
0 -65.2954 -66.91893 -65.87221
0 -65.30763 -66.91284 -65.88441
0 -65.2893 -66.92199 -65.88136
0 -65.30455 -66.92198 -65.89051
0 -65.31066 -66.91587 -65.88441
0 -65.28015 -66.91282 -65.85998
0 -65.28625 -66.90977 -65.84167
0 -65.29846 -66.90061 -65.89051
0 -65.29847 -66.8945 -65.87526
0 -65.2771 -66.93723 -65.85387
0 -65.29235 -66.89756 -65.87831
0 -65.2832 -66.91283 -65.90578
0 -65.30151 -66.91892 -65.89967
0 -65.32899 -66.91588 -65.89663
0 -65.32287 -66.91587 -65.88745
0 -65.31676 -66.88841 -65.88747
0 -65.3015 -66.93419 -65.88441
0 -65.31676 -66.91284 -65.90577
0 -65.3076 -66.88842 -65.9363
0 -65.28015 -66.90062 -65.90272
0 -65.31371 -66.92198 -65.88746
0 -65.31372 -66.92503 -65.88441
0 -65.30151 -66.94337 -65.89663
0 -65.31372 -66.87315 -65.89357
0 -65.28321 -66.8823 -65.89356
0 -65.31068 -66.89147 -65.87525
0 -65.29236 -66.91282 -65.89358
0 -65.33201 -66.89451 -65.84165
0 -65.32286 -66.86095 -65.86915
0 -65.32593 -66.86401 -65.87526
0 -65.31371 -66.851791 -65.86609
0 -65.32288 -66.8457 -65.86608
0 -65.31374 -66.86096 -65.87832
0 -65.33204 -66.8518 -65.8783
0 -65.37172 -66.84875 -65.88136
0 -65.3595 -66.8396 -65.89662
0 -65.35339 -66.8396 -65.88746
0 -65.36255 -66.821291 -65.87221
0 -65.36561 -66.830441 -65.89359
0 -65.34118 -66.8518 -65.86608
0 -65.32591 -66.833491 -65.86609
0 -65.32898 -66.830441 -65.85999
0 -65.34729 -66.818241 -65.89356
0 -65.32897 -66.8091 -65.8722
0 -65.31675 -66.84571 -65.8661
0 -65.32593 -66.827391 -65.85389
0 -65.33812 -66.815191 -65.83251
0 -65.32592 -66.82435 -65.87829
0 -65.2893 -66.8213 -65.85388
0 -65.31066 -66.81825 -65.82641
0 -65.30763 -66.8396 -65.84168
0 -65.29236 -66.8396 -65.83861
0 -65.31372 -66.8396 -65.83557
0 -65.271 -66.809091 -65.86304
0 -65.28626 -66.84875 -65.88442
0 -65.31676 -66.8152 -65.88747
0 -65.31679 -66.8518 -65.89052
0 -65.30761 -66.8396 -65.89052
0 -65.31981 -66.8579 -65.92715
0 -65.31983 -66.8396 -65.91799
0 -65.30152 -66.86095 -65.91188
0 -65.30762 -66.88536 -65.88442
0 -65.2954 -66.87925 -65.86304
0 -65.31676 -66.8823 -65.86609
0 -65.29235 -66.88231 -65.86304
0 -65.32289 -66.86706 -65.83251
0 -65.30151 -66.830441 -65.86
0 -65.28626 -66.87315 -65.85085
0 -65.2893 -66.8518 -65.87525
0 -65.30151 -66.842651 -65.8722
0 -65.33202 -66.84265 -65.84473
0 -65.32289 -66.81825 -65.88135
